,NS,surface_total_in_m2,rooms,price
170716,39,38.0,1.0,84700.0
170717,39,41.0,1.0,92000.0
170719,16,36.0,1.0,83000.0
170720,2,45.0,2.0,79999.0
170726,12,115.0,4.0,169900.0
170728,39,60.0,3.0,157000.0
170731,9,83.0,3.0,170000.0
170746,53,186.0,4.0,439000.0
170753,53,84.0,4.0,262000.0
170755,53,111.0,4.0,385000.0
170757,34,72.0,3.0,185000.0
170770,39,80.0,3.0,219000.0
170775,45,237.0,3.0,268000.0
170776,53,51.0,2.0,150000.0
170779,39,178.0,8.0,360000.0
170780,23,214.0,6.0,142000.0
170782,54,38.0,2.0,120000.0
170783,51,31.0,1.0,119000.0
170785,60,39.0,1.0,200000.0
170786,12,95.0,3.0,135000.0
170787,41,30.0,1.0,79000.0
170790,27,204.0,4.0,249900.0
170791,54,49.0,1.0,59286.0
170793,53,46.0,1.0,77102.0
170794,30,53.0,2.0,70000.0
170795,54,67.0,3.0,210000.0
170797,9,70.0,2.0,125000.0
170798,16,82.0,3.0,149000.0
170811,53,66.0,4.0,260000.0
170814,21,39.0,1.0,81000.0
170821,7,73.0,4.0,185000.0
170822,3,37.0,2.0,59000.0
170824,16,54.0,2.0,89000.0
170829,27,112.0,5.0,220000.0
170842,45,268.0,6.0,410000.0
170843,40,62.0,3.0,115000.0
170844,40,268.0,6.0,410000.0
170845,40,130.0,3.0,120000.0
170848,54,84.0,3.0,225000.0
170852,13,200.0,4.0,295000.0
170909,56,37.0,1.0,95000.0
170923,56,74.0,2.0,259000.0
170924,51,74.0,2.0,259000.0
170925,51,125.0,2.0,320000.0
170926,56,125.0,2.0,320000.0
170927,54,42.0,1.0,145000.0
170931,54,125.0,3.0,430000.0
170948,51,119.0,4.0,260000.0
170950,59,74.0,3.0,284544.0
170965,46,42.0,1.0,119500.0
170966,33,42.0,1.0,119000.0
170967,46,35.0,1.0,99500.0
170968,33,100.0,1.0,199000.0
170971,51,48.0,3.0,140000.0
170978,34,85.0,3.0,196000.0
170979,9,38.0,2.0,70000.0
170980,60,70.0,2.0,260000.0
170982,19,36.0,2.0,75000.0
170987,39,46.0,2.0,100000.0
170988,53,62.0,3.0,185000.0
170989,46,56.0,3.0,289000.0
170998,32,81.0,4.0,192000.0
170999,56,55.0,3.0,159000.0
171002,34,108.0,4.0,345000.0
171003,53,103.0,4.0,530000.0
171011,49,103.0,4.0,530000.0
171012,54,103.0,4.0,530000.0
171013,54,103.0,4.0,530000.0
171015,35,124.0,4.0,270000.0
171018,30,45.0,2.0,145000.0
171020,53,38.0,1.0,117000.0
171021,39,69.0,3.0,225000.0
171022,48,98.0,4.0,270000.0
171023,49,70.0,4.0,185000.0
171027,54,50.0,1.0,130000.0
171035,53,62.0,3.0,200000.0
171044,54,95.0,4.0,318000.0
171048,53,50.0,1.0,130000.0
171049,34,50.0,1.0,130000.0
171050,41,50.0,1.0,130000.0
171051,48,50.0,1.0,130000.0
171057,54,119.0,3.0,345000.0
171066,54,75.0,3.0,220000.0
171070,53,225.0,4.0,1750000.0
171077,32,68.0,3.0,190000.0
171079,8,31.0,1.0,67000.0
171081,49,90.0,4.0,270000.0
171084,53,290.0,6.0,1500000.0
171091,53,96.0,3.0,239000.0
171092,53,290.0,5.0,1500000.0
171095,54,61.0,3.0,189000.0
171097,32,58.0,2.0,138000.0
171098,27,37.0,2.0,157000.0
171101,39,73.0,3.0,170000.0
171102,49,248.0,8.0,760000.0
171109,32,117.0,5.0,250000.0
171110,39,117.0,3.0,258000.0
171111,32,40.0,1.0,100000.0
171112,34,40.0,1.0,100000.0
171116,54,38.0,1.0,120000.0
171117,4,103.0,2.0,125000.0
171119,4,103.0,2.0,125000.0
171121,54,181.0,4.0,525000.0
171124,54,82.0,4.0,250000.0
171125,51,86.0,1.0,270000.0
171139,28,23.0,1.0,70000.0
171142,51,61.0,1.0,240000.0
171143,53,66.0,1.0,230000.0
171145,51,58.0,1.0,220000.0
171146,54,100.0,4.0,380000.0
171147,12,58.0,3.0,125000.0
171151,54,91.0,3.0,270000.0
171156,39,81.0,3.0,187000.0
171166,11,65.0,3.0,140000.0
171170,54,43.0,3.0,137000.0
171171,53,91.0,4.0,320000.0
171174,20,54.0,3.0,120000.0
171184,56,94.0,4.0,247000.0
171185,53,223.0,5.0,750000.0
171193,51,163.0,5.0,480000.0
171194,30,77.0,4.0,150000.0
171200,46,121.0,4.0,245000.0
171201,54,40.0,1.0,153000.0
171203,58,90.0,2.0,240000.0
171206,54,68.0,3.0,148000.0
171208,60,81.0,2.0,405000.0
171209,60,71.0,2.0,375000.0
171210,54,22.0,1.0,77000.0
171214,40,98.0,3.0,187000.0
171215,39,99.0,4.0,210000.0
171216,16,40.0,1.0,93000.0
171219,54,29.0,1.0,105000.0
171220,56,200.0,6.0,475000.0
171222,12,180.0,4.0,580000.0
171224,54,71.0,3.0,255000.0
171227,54,30.0,1.0,105000.0
171228,53,30.0,1.0,105000.0
171229,54,34.0,1.0,148000.0
171230,55,30.0,1.0,105000.0
171234,52,50.0,2.0,159200.0
171235,45,70.0,2.0,138000.0
171237,4,86.0,4.0,108000.0
171239,34,85.0,4.0,259000.0
171242,52,55.0,3.0,174400.0
171243,54,47.0,2.0,125000.0
171244,53,43.0,2.0,163000.0
171245,56,108.0,3.0,420000.0
171247,32,58.0,2.0,112000.0
171249,54,43.0,2.0,163000.0
171250,55,43.0,2.0,163000.0
171252,56,31.0,1.0,98000.0
171253,53,170.0,5.0,350000.0
171254,53,42.0,2.0,125000.0
171255,52,120.0,4.0,438000.0
171257,48,39.0,1.0,2378322.0
171260,48,135.0,4.0,415000.0
171263,53,382.0,4.0,1505000.0
171265,40,50.0,2.0,145000.0
171266,49,135.0,4.0,675000.0
171267,53,328.0,4.0,1590000.0
171268,56,78.0,3.0,390000.0
171269,39,82.0,4.0,162000.0
171282,9,73.0,3.0,125000.0
171283,16,68.0,3.0,120000.0
171285,51,91.0,3.0,270000.0
171286,11,140.0,4.0,240000.0
171288,11,140.0,4.0,240000.0
171289,12,140.0,4.0,240000.0
171291,12,140.0,4.0,240000.0
171293,39,97.0,4.0,209000.0
171296,56,145.0,6.0,745000.0
171297,59,74.0,3.0,349000.0
171300,59,74.0,3.0,287280.0
171302,39,245.0,5.0,420000.0
171304,56,64.0,3.0,275000.0
171305,59,74.0,3.0,293664.0
171306,56,64.0,3.0,275000.0
171307,11,30.0,2.0,85000.0
171309,59,74.0,3.0,296400.0
171310,56,90.0,4.0,320000.0
171315,59,74.0,3.0,302784.0
171318,59,74.0,3.0,379000.0
171320,58,50.0,2.0,270000.0
171321,51,130.0,5.0,420000.0
171322,51,170.0,5.0,520000.0
171323,58,29.0,1.0,140000.0
171324,53,50.0,2.0,215000.0
171325,58,30.0,1.0,139000.0
171326,51,130.0,4.0,420000.0
171327,39,190.0,5.0,330000.0
171328,58,80.0,3.0,345000.0
171329,53,150.0,4.0,525000.0
171330,56,40.0,2.0,125000.0
171331,54,35.0,1.0,125000.0
171332,59,74.0,3.0,314640.0
171333,55,43.0,1.0,145000.0
171334,33,64.0,2.0,175000.0
171341,24,324.0,7.0,260000.0
171342,11,324.0,7.0,260000.0
171343,8,324.0,7.0,260000.0
171344,23,324.0,7.0,260000.0
171345,60,59.0,2.0,309000.0
171346,53,41.0,2.0,200000.0
171347,60,59.0,2.0,309000.0
171350,46,55.0,3.0,145000.0
171351,38,55.0,3.0,145000.0
171352,39,48.0,3.0,105000.0
171354,54,53.0,1.0,165000.0
171358,54,41.0,1.0,130000.0
171362,54,39.0,1.0,135000.0
171363,12,84.0,4.0,129000.0
171367,53,39.0,2.0,125000.0
171376,19,322.0,5.0,320000.0
171378,28,322.0,5.0,320000.0
171379,6,322.0,5.0,320000.0
171380,56,48.0,2.0,120000.0
171381,31,53.0,3.0,120000.0
171382,34,53.0,3.0,120000.0
171383,54,85.0,3.0,220000.0
171384,9,74.0,4.0,157000.0
171385,9,46.0,2.0,90000.0
171386,18,35.0,1.0,99000.0
171388,56,78.0,3.0,390000.0
171392,51,78.0,3.0,390000.0
171394,59,78.0,3.0,390000.0
171395,51,30.0,1.0,84000.0
171398,34,65.0,3.0,175000.0
171401,9,30.0,1.0,84000.0
171402,20,55.0,3.0,125000.0
171403,59,232.0,6.0,850000.0
171405,39,54.0,3.0,145000.0
171406,53,297.0,5.0,1360000.0
171411,39,146.0,4.0,345000.0
171412,45,135.0,4.0,390000.0
171413,58,76.0,3.0,580000.0
171418,54,78.0,3.0,580000.0
171420,56,178.0,5.0,700000.0
171421,10,34.0,1.0,85000.0
171424,52,36.0,2.0,78000.0
171425,56,270.0,5.0,780000.0
171428,56,387.0,6.0,1300000.0
171430,54,129.0,4.0,310000.0
171433,52,46.0,3.0,170000.0
171434,54,132.0,4.0,345000.0
171436,51,129.0,4.0,310000.0
171438,17,46.0,3.0,115000.0
171440,39,80.0,3.0,219000.0
171442,56,36.0,1.0,155000.0
171448,54,200.0,4.0,352000.0
171450,16,33.0,1.0,62000.0
171451,51,26.0,1.0,73000.0
171456,50,181.0,7.0,560000.0
171458,34,54.0,2.0,118000.0
171459,57,32.0,1.0,85000.0
171461,53,52.0,3.0,165000.0
171467,56,260.0,6.0,1250000.0
171468,12,75.0,3.0,142000.0
171470,56,130.0,5.0,400000.0
171489,9,35.0,2.0,99000.0
171490,56,387.0,5.0,1300000.0
171493,38,50.0,2.0,126480.0
171494,32,37.0,2.0,92000.0
171498,7,60.0,2.0,95000.0
171499,53,38.0,2.0,132000.0
171500,56,48.0,2.0,169826.0
171501,56,45.0,2.0,169177.0
171502,56,45.0,2.0,171607.0
171503,56,45.0,2.0,174037.0
171505,53,66.0,2.0,197000.0
171508,53,338.0,7.0,1150000.0
171510,30,175.0,4.0,186900.0
171513,56,200.0,6.0,890000.0
171514,54,63.0,2.0,335000.0
171575,19,28.0,2.0,65000.0
171576,53,225.0,5.0,435000.0
171577,12,64.0,3.0,99000.0
171578,12,144.0,4.0,285000.0
171579,28,64.0,4.0,148500.0
171661,11,120.0,4.0,220000.0
171776,53,45.0,1.0,134000.0
172025,49,49.0,3.0,145000.0
172026,1,45.0,3.0,990000.0
172027,16,33.0,1.0,70000.0
172028,9,36.0,1.0,66000.0
172029,26,54.0,2.0,149000.0
172030,32,144.0,5.0,320000.0
172031,16,33.0,1.0,73000.0
172032,10,118.0,4.0,255000.0
172033,16,40.0,1.0,80000.0
172035,54,45.0,2.0,148700.0
172036,54,32.0,1.0,107400.0
172039,48,53.0,2.0,129500.0
172047,20,104.0,3.0,240000.0
172055,16,52.0,3.0,108000.0
172059,26,100.0,4.0,219000.0
172060,34,30.0,2.0,88000.0
172065,2,60.0,3.0,75000.0
172078,9,30.0,2.0,59500.0
172079,9,25.0,1.0,75000.0
172080,12,200.0,5.0,175000.0
172081,9,80.0,4.0,189000.0
172082,48,134.0,4.0,400000.0
172085,34,57.0,3.0,124000.0
172089,48,39.0,1.0,120000.0
172090,48,39.0,1.0,2378322.0
172091,25,71.0,3.0,193000.0
172106,9,251.0,6.0,443000.0
172107,54,26.0,1.0,78000.0
172108,8,76.0,4.0,155000.0
172119,9,38.0,1.0,83000.0
172120,41,37.0,1.0,67240.0
172121,41,96.0,3.0,190880.0
172123,26,180.0,4.0,250000.0
172125,48,187.0,4.0,380000.0
172128,53,389.0,4.0,965000.0
172153,26,230.0,6.0,248000.0
172156,12,79.0,4.0,139000.0
172160,53,615.0,6.0,1100000.0
172161,54,45.0,1.0,130000.0
172162,44,113.0,3.0,260000.0
172163,18,135.0,3.0,290000.0
172165,46,153.0,4.0,195000.0
172168,27,87.0,4.0,130000.0
172180,54,27.0,1.0,82000.0
172181,46,52.0,2.0,129000.0
172194,19,28.0,1.0,95000.0
172195,9,50.0,2.0,134800.0
172196,9,44.0,2.0,125800.0
172197,53,142.0,4.0,430000.0
172198,27,66.0,3.0,120000.0
172199,39,93.0,4.0,210000.0
172200,54,59.0,2.0,295000.0
172201,11,91.0,3.0,195000.0
172202,53,38.0,1.0,129000.0
172203,53,37.0,1.0,123000.0
172204,9,200.0,6.0,275000.0
172208,54,91.0,1.0,280000.0
172209,20,55.0,3.0,95000.0
172211,56,172.0,5.0,590000.0
172216,46,44.0,2.0,117000.0
172217,39,42.0,2.0,99500.0
172218,32,72.0,2.0,179000.0
172221,5,150.0,3.0,159000.0
172224,9,66.0,2.0,137000.0
172230,54,40.0,2.0,126000.0
172231,39,136.0,4.0,353925.0
172232,9,82.0,3.0,88000.0
172246,54,60.0,2.0,149500.0
172247,28,32.0,1.0,82000.0
172248,47,80.0,2.0,228000.0
172249,9,53.0,3.0,135000.0
172259,39,39.0,1.0,95000.0
172260,20,60.0,3.0,112000.0
172267,34,35.0,1.0,98100.0
172268,34,35.0,1.0,99200.0
172269,34,35.0,1.0,99900.0
172270,34,43.0,2.0,121300.0
172271,34,43.0,2.0,122550.0
172272,34,43.0,2.0,119900.0
172274,56,110.0,4.0,240000.0
172276,60,110.0,3.0,498000.0
172277,60,86.0,2.0,590000.0
172278,20,100.0,4.0,170000.0
172279,60,210.0,4.0,1400000.0
172280,28,175.0,4.0,330000.0
172293,32,37.0,2.0,96000.0
172312,19,129.0,5.0,249000.0
172313,27,147.0,5.0,195000.0
172314,26,31.0,1.0,71000.0
172315,12,104.0,4.0,310000.0
172316,11,111.0,4.0,210000.0
172321,6,96.0,4.0,160000.0
172322,20,120.0,5.0,295000.0
172324,46,30.0,1.0,81500.0
172325,7,46.0,2.0,130000.0
172326,53,187.0,5.0,759000.0
172327,56,122.0,4.0,399000.0
172329,11,40.0,2.0,84900.0
172331,34,272.0,7.0,379000.0
172337,19,29.0,2.0,65000.0
172338,53,20.0,1.0,90000.0
172367,44,55.0,2.0,150000.0
172436,32,32.0,1.0,73600.0
172439,12,38.0,1.0,94000.0
172453,54,400.0,5.0,2500000.0
172454,40,201.0,3.0,291000.0
172455,11,60.0,3.0,122000.0
172459,54,66.0,2.0,249000.0
172496,54,73.0,3.0,178000.0
172505,48,37.0,2.0,83000.0
172508,46,30.0,1.0,97500.0
172510,9,125.0,5.0,190000.0
172514,17,128.0,4.0,255000.0
172515,18,128.0,4.0,255000.0
172516,17,128.0,4.0,255000.0
172517,48,41.0,2.0,139800.0
172518,18,128.0,4.0,255000.0
172524,56,34.0,2.0,139000.0
172525,34,57.0,3.0,127000.0
172530,51,152.0,4.0,590000.0
172534,19,69.0,3.0,140000.0
172535,54,113.0,4.0,322000.0
172538,58,31.0,1.0,118000.0
172550,15,120.0,3.0,235000.0
172575,39,64.0,3.0,170000.0
172576,54,40.0,2.0,140000.0
172586,54,39.0,2.0,149000.0
172588,11,40.0,2.0,80000.0
172590,20,50.0,2.0,120000.0
172592,56,44.0,2.0,153000.0
172593,51,37.0,2.0,119000.0
172597,53,39.0,2.0,135000.0
172598,32,42.0,2.0,117000.0
172600,12,71.0,3.0,120000.0
172609,26,225.0,5.0,310000.0
172612,51,100.0,4.0,319900.0
172615,54,70.0,3.0,195000.0
172616,54,98.0,3.0,360000.0
172617,56,105.0,4.0,280000.0
172624,23,105.0,3.0,128000.0
172654,16,63.0,4.0,135000.0
172662,53,185.0,4.0,420000.0
172665,51,67.0,1.0,270000.0
172666,12,144.0,4.0,285000.0
172676,32,56.0,3.0,130000.0
172680,53,50.0,1.0,235000.0
172681,55,20.0,1.0,70000.0
172682,59,40.0,1.0,185000.0
172684,39,70.0,3.0,169000.0
172686,58,60.0,2.0,198000.0
172687,56,57.0,3.0,210000.0
172688,56,154.0,5.0,495000.0
172689,56,115.0,3.0,490000.0
172690,56,52.0,2.0,300000.0
172691,54,346.0,6.0,1700000.0
172693,34,34.0,2.0,95000.0
172694,34,49.0,2.0,115000.0
172695,20,52.0,2.0,148744.0
172696,20,52.0,2.0,152479.0
172708,51,107.0,3.0,259000.0
172712,56,164.0,4.0,790000.0
172713,53,54.0,2.0,172294.0
172714,53,54.0,2.0,188731.0
172715,53,54.0,2.0,192993.0
172716,53,77.0,2.0,240977.0
172717,53,56.0,2.0,207702.0
172722,9,80.0,4.0,178000.0
172727,32,52.0,3.0,110000.0
172734,54,80.0,1.0,180000.0
172735,51,105.0,4.0,269000.0
172736,54,105.0,4.0,269000.0
172738,56,105.0,4.0,269000.0
172741,32,120.0,4.0,289900.0
172743,10,180.0,8.0,370000.0
172745,56,61.0,2.0,189900.0
172748,46,63.0,1.0,85900.0
172750,58,37.0,1.0,129000.0
172751,16,57.0,3.0,120000.0
172757,35,59.0,3.0,145000.0
172758,12,68.0,3.0,132000.0
172759,34,80.0,4.0,250000.0
172760,52,46.0,4.0,165000.0
172762,46,100.0,1.0,199000.0
172763,53,32.0,1.0,125000.0
172765,12,116.0,4.0,270000.0
172774,51,33.0,1.0,85000.0
172777,53,71.0,3.0,220000.0
172778,32,251.0,6.0,275000.0
172780,34,50.0,3.0,147000.0
172794,3,95.0,5.0,135000.0
172795,10,95.0,5.0,135000.0
172796,20,95.0,5.0,135000.0
172799,39,53.0,2.0,160000.0
172801,54,133.0,4.0,345000.0
172802,22,55.0,3.0,127000.0
172803,54,60.0,3.0,160000.0
172804,58,86.0,4.0,253000.0
172807,56,130.0,3.0,390000.0
172808,54,60.0,3.0,162800.0
172809,30,55.0,3.0,165000.0
172810,56,69.0,3.0,210000.0
172811,22,100.0,3.0,190000.0
172812,22,67.0,3.0,132000.0
172813,56,80.0,3.0,220000.0
172814,58,86.0,4.0,220000.0
172819,28,90.0,1.0,210000.0
172820,60,90.0,1.0,210000.0
172821,10,90.0,1.0,210000.0
172822,56,96.0,4.0,350000.0
172826,30,36.0,2.0,55000.0
172831,28,43.0,2.0,129000.0
172832,10,43.0,2.0,129000.0
172833,9,43.0,2.0,129000.0
172837,53,84.0,3.0,335000.0
172838,34,136.0,3.0,125990.0
172841,39,53.0,2.0,130000.0
172902,53,84.0,4.0,335000.0
172908,12,81.0,4.0,170000.0
172920,54,41.0,2.0,129000.0
173010,15,49.0,2.0,92000.0
173013,39,54.0,3.0,155000.0
173014,30,65.0,3.0,128000.0
173039,2,66.0,3.0,125000.0
173040,2,130.0,4.0,110000.0
173070,44,83.0,4.0,235000.0
173082,39,56.0,2.0,170000.0
173083,10,94.0,4.0,180000.0
173095,33,151.0,3.0,199000.0
173096,34,71.0,2.0,167000.0
173097,49,67.0,3.0,270000.0
173102,28,175.0,3.0,310000.0
173104,12,33.0,1.0,93000.0
173105,9,93.0,3.0,154000.0
173106,12,134.0,4.0,230000.0
173108,32,50.0,1.0,133851.0
173130,54,350.0,7.0,920000.0
173131,53,34.0,2.0,93000.0
173143,54,137.0,4.0,455000.0
173144,60,34.0,1.0,99000.0
173147,32,53.0,3.0,132000.0
173164,35,42.0,2.0,85000.0
173166,2,109.0,3.0,99000.0
173167,27,99.0,3.0,129500.0
173168,39,87.0,3.0,228000.0
173169,10,31.0,1.0,90000.0
173170,28,52.0,2.0,139000.0
173172,46,90.0,3.0,225000.0
173173,54,40.0,1.0,135000.0
173185,49,82.0,3.0,379000.0
173186,54,30.0,1.0,139000.0
173187,54,70.0,2.0,215000.0
173188,53,131.0,4.0,419000.0
173189,54,154.0,3.0,549000.0
173190,53,350.0,5.0,735000.0
173191,54,100.0,5.0,299000.0
173192,18,48.0,2.0,98500.0
173193,16,42.0,2.0,80000.0
173194,34,74.0,3.0,129000.0
173195,6,126.0,4.0,235000.0
173217,39,37.0,2.0,95000.0
173218,12,148.0,4.0,305000.0
173221,23,50.0,2.0,95000.0
173222,45,170.0,4.0,322000.0
173223,51,123.0,4.0,265000.0
173224,12,113.0,3.0,252000.0
173238,32,30.0,2.0,87000.0
173239,56,89.0,3.0,260000.0
173241,48,247.0,6.0,419500.0
173242,51,103.0,4.0,285000.0
173245,54,30.0,2.0,89000.0
173246,39,40.0,2.0,110000.0
173247,53,74.0,2.0,149000.0
173248,49,100.0,4.0,355000.0
173250,45,367.0,5.0,875000.0
173290,41,42.0,2.0,120000.0
173296,32,80.0,4.0,180000.0
173301,54,30.0,1.0,89000.0
173302,52,30.0,1.0,89000.0
173304,56,39.0,2.0,150000.0
173305,56,39.0,2.0,150000.0
173308,53,200.0,5.0,780000.0
173311,34,43.0,2.0,120000.0
173312,39,58.0,2.0,120000.0
173313,32,71.0,4.0,165000.0
173314,34,70.0,3.0,178000.0
173315,34,70.0,3.0,178000.0
173316,39,55.0,3.0,120000.0
173318,56,95.0,3.0,265000.0
173320,51,95.0,3.0,265000.0
173321,7,36.0,1.0,105000.0
173323,17,35.0,2.0,79000.0
173324,34,35.0,2.0,79000.0
173325,54,132.0,4.0,345000.0
173327,25,46.0,3.0,115000.0
173329,26,46.0,3.0,115000.0
173331,38,40.0,2.0,110000.0
173332,34,153.0,4.0,375000.0
173333,59,64.0,2.0,191000.0
173334,56,39.0,2.0,150000.0
173336,39,69.0,3.0,155000.0
173340,56,175.0,5.0,520000.0
173344,11,60.0,3.0,145000.0
173347,12,45.0,2.0,85000.0
173349,12,69.0,3.0,152000.0
173353,49,280.0,5.0,309000.0
173356,58,48.0,1.0,140000.0
173375,53,23120.0,6.0,790000.0
173378,32,52.0,3.0,135000.0
173386,39,39.0,2.0,105000.0
173388,39,120.0,4.0,325000.0
173389,54,30.0,2.0,89000.0
173390,54,52.0,3.0,165000.0
173391,24,65.0,3.0,160000.0
173401,46,25.0,1.0,58086.0
173402,44,94.0,3.0,214900.0
173403,49,48.0,2.0,126900.0
173404,37,46.0,3.0,79000.0
173412,48,54.0,1.0,160650.0
173413,48,54.0,1.0,157675.0
173414,48,60.0,2.0,164475.0
173416,53,37.0,1.0,108000.0
173417,53,47.0,1.0,146000.0
173418,53,46.0,1.0,131000.0
173419,53,35.0,1.0,110000.0
173420,53,35.0,1.0,110000.0
173421,53,38.0,1.0,151000.0
173422,53,31.0,1.0,98000.0
173423,53,34.0,1.0,106000.0
173424,53,58.0,1.0,216000.0
173425,53,31.0,1.0,100000.0
173426,53,47.0,1.0,148000.0
173427,53,45.0,1.0,168000.0
173428,53,86.0,1.0,200000.0
173429,32,160.0,3.0,340000.0
173430,44,246.0,6.0,530000.0
173431,54,50.0,1.0,189000.0
173432,54,105.0,3.0,475000.0
173433,41,37.0,1.0,90000.0
173434,51,126.0,4.0,350000.0
173435,30,190.0,4.0,205000.0
173436,9,57.0,3.0,125000.0
173437,51,73.0,3.0,290000.0
173439,39,192.0,6.0,320000.0
173441,12,50.0,3.0,98000.0
173442,54,89.0,3.0,280000.0
173443,12,23.0,1.0,55000.0
173444,28,27.0,1.0,99000.0
173445,23,260.0,4.0,320000.0
173446,27,73.0,4.0,115000.0
173447,2,59.0,3.0,79000.0
173448,48,75.0,3.0,250000.0
173449,29,156.0,5.0,159000.0
173454,54,84.0,2.0,198000.0
173455,29,90.0,3.0,150000.0
173456,54,115.0,4.0,318000.0
173459,53,70.0,2.0,210000.0
173460,39,81.0,3.0,225000.0
173461,21,64.0,2.0,118000.0
173462,39,52.0,2.0,145000.0
173463,39,52.0,2.0,145000.0
173464,39,56.0,2.0,135000.0
173465,39,81.0,3.0,225000.0
173471,40,180.0,4.0,289900.0
173477,46,92.0,4.0,209000.0
173478,54,75.0,3.0,199000.0
173482,54,192.0,5.0,580000.0
173487,17,55.0,1.0,1988000.0
173489,46,79.0,3.0,212612.0
173490,46,71.0,3.0,220815.0
173491,46,56.0,2.0,210276.0
173492,46,43.0,2.0,194595.0
173493,46,49.0,2.0,210501.0
173494,46,47.0,2.0,215280.0
173495,46,49.0,2.0,164526.0
173496,46,165.0,4.0,598794.0
173497,46,53.0,2.0,177815.0
173502,24,43.0,1.0,1715708.0
173503,24,43.0,1.0,1760466.0
173504,24,43.0,1.0,1760466.0
173505,24,43.0,1.0,1849981.0
173506,24,43.0,1.0,1782844.0
173507,24,43.0,1.0,1782844.0
173508,24,43.0,1.0,1805223.0
173509,24,43.0,1.0,1827602.0
173510,24,43.0,1.0,1827602.0
173511,24,43.0,1.0,1849981.0
173519,18,25.0,1.0,1156680.0
173520,18,25.0,1.0,1156680.0
173521,12,23.0,1.0,60000.0
173522,17,34.0,1.0,1517700.0
173524,46,110.0,4.0,440000.0
173525,51,147.0,4.0,405000.0
173527,39,83.0,3.0,220000.0
173528,53,35.0,2.0,89000.0
173534,51,236.0,5.0,490000.0
173536,56,181.0,5.0,520000.0
173540,59,80.0,3.0,269000.0
173544,32,37.0,1.0,115000.0
173551,49,67.0,3.0,209000.0
173561,53,44.0,1.0,127000.0
173563,53,44.0,1.0,143000.0
173564,53,64.0,3.0,170000.0
173569,53,38.0,2.0,126000.0
173575,39,62.0,2.0,165000.0
173578,46,410.0,8.0,1100000.0
173580,39,74.0,3.0,280000.0
173587,53,118.0,4.0,388000.0
173591,39,43.0,2.0,125000.0
173597,27,36.0,1.0,90000.0
173601,60,107.0,3.0,670000.0
173613,54,49.0,2.0,133000.0
173615,56,64.0,2.0,175000.0
173620,39,80.0,3.0,360000.0
173621,54,278.0,5.0,1150000.0
173624,54,88.0,4.0,380000.0
173625,53,51.0,2.0,130000.0
173626,34,48.0,3.0,175000.0
173631,27,28.0,1.0,71000.0
173637,53,215.0,4.0,620000.0
173641,12,39.0,1.0,90000.0
173644,54,50.0,2.0,190000.0
173646,39,74.0,3.0,187000.0
173663,47,42.0,2.0,138000.0
173666,56,40.0,2.0,118000.0
173678,49,107.0,4.0,350000.0
173679,51,20.0,1.0,65000.0
173684,53,113.0,4.0,350000.0
173690,54,150.0,5.0,375000.0
173691,53,96.0,4.0,200000.0
173692,56,35.0,2.0,118000.0
173703,52,39.0,2.0,110337.0
173704,52,71.0,3.0,210552.0
173705,52,72.0,3.0,198826.0
173706,52,49.0,2.0,144145.0
173708,52,66.0,3.0,211936.0
173719,33,47.0,1.0,120000.0
173720,56,200.0,5.0,600000.0
173721,50,214.0,7.0,750000.0
173726,20,85.0,4.0,200000.0
173730,54,192.0,3.0,760000.0
173731,11,53.0,1.0,99500.0
173738,56,163.0,6.0,595000.0
173739,54,55.0,3.0,135000.0
173740,54,20.0,1.0,72000.0
173741,54,35.0,1.0,98000.0
173744,34,55.0,3.0,135000.0
173745,49,84.0,2.0,137000.0
173746,53,84.0,2.0,137000.0
173747,56,60.0,3.0,210000.0
173749,32,57.0,3.0,135000.0
173750,19,80.0,4.0,165000.0
173752,10,25.0,1.0,80000.0
173753,28,25.0,1.0,80000.0
173754,54,61.0,2.0,185000.0
173755,32,80.0,3.0,230000.0
173759,53,60.0,2.0,245000.0
173768,26,38.0,2.0,67000.0
173770,56,85.0,3.0,350000.0
173771,50,85.0,3.0,350000.0
173779,39,54.0,3.0,159000.0
173782,20,85.0,2.0,179000.0
173783,58,86.0,4.0,253000.0
173784,22,67.0,3.0,132000.0
173785,56,69.0,3.0,210000.0
173786,22,55.0,3.0,127000.0
173787,54,60.0,3.0,160000.0
173788,51,130.0,3.0,390000.0
173789,58,86.0,4.0,220000.0
173791,54,60.0,3.0,162800.0
173792,56,80.0,3.0,220000.0
173793,22,100.0,3.0,190000.0
173794,30,55.0,3.0,165000.0
173795,56,69.0,3.0,210000.0
173797,22,55.0,3.0,127000.0
173798,54,60.0,3.0,160000.0
173799,56,80.0,3.0,220000.0
173800,58,86.0,4.0,220000.0
173801,53,56.0,2.0,225000.0
173802,22,67.0,3.0,132000.0
173803,54,60.0,3.0,162800.0
173804,22,100.0,3.0,190000.0
173805,56,130.0,3.0,390000.0
173806,58,86.0,4.0,253000.0
173807,30,55.0,3.0,165000.0
173811,54,60.0,3.0,162800.0
173812,22,55.0,3.0,127000.0
173813,58,86.0,4.0,220000.0
173814,54,60.0,3.0,160000.0
173815,30,55.0,3.0,165000.0
173817,32,41.0,1.0,115000.0
173818,32,41.0,1.0,115000.0
173819,54,118.0,4.0,350000.0
173820,14,75.0,2.0,205000.0
173821,16,66.0,3.0,150000.0
